Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Kaffka Margit Általános Iskola,Budapest,XIV,"Budapest, 6., Kaffka Margit köz 2, 1148",47.50625369999999,19.1298701,Elementary,Hungarian,6-14,,13,Public (Free),Hungarian National Curriculum (NAT),https://kaffkaiskola.edu.hu/,(06 1) 383 1991,
Zuglói Herman Ottó Tudásközpont Általános Iskola,Budapest,XIV,"Budapest, Egressy út 69, 1149",47.5126709,19.1173339,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.hermantudaskozpont.hu/,(06 1) 467 0926,
"Hunyadi János Ének-zenei, Nyelvi Általános Iskola",Budapest,XIV,"Budapest, Wass Albert tér 12, 1148",47.509922,19.122898,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.hunyadi-zuglo.hu/,(06 1) 363 0080,Music programs
Zuglói Heltai Gáspár Általános Iskola,Budapest,XIV,"Budapest, Padlizsán utca 11-13, 1148",47.5045473,19.1278037,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.heltaisuli.hu/,(06 1) 363 0202,
Iskolák XIV. kerület:,Budapest,XIV,"Budapest, Egressy út 69, 1149",47.5126414,19.1172887,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.hermantudaskozpont.hu/iskola/,(06 1) 363 1480,
Scheiber Sandor High School and Elementary School,Budapest,XIV,"Budapest, Laky Adolf u. 38-40, 1145",47.51805299999999,19.0996728,"Elementary, IB School",Hungarian,6-14,3.4,,Private (Fee-paying),Hungarian National Curriculum (NAT),https://www.scheiber.hu/,(06 1) 469 0280,
Gyermekház Általános Iskola,Budapest,XIV,"Budapest, Cházár András u. 3, 1146",47.5061875,19.0903332,Elementary,Hungarian,6-14,3,,Public (Free),Hungarian National Curriculum (NAT),https://gyermekhaz.hu/,,
Ovisuli Zugló-Iskola előkészítő,Budapest,XIV,"Budapest,1145, Gervay u. 26, 1146",47.5236339,19.1098198,School,Hungarian,6-18,5,,Unknown (Needs verification),IB (International Baccalaureate),http://ovisuli.hu/,06 30 982 5088,
Koneli Alapítványi Iskola,Budapest,XIV,"Budapest, Mogyoródi út 156, 1141",47.5227117,19.1380715,School,Hungarian,6-18,5,,Private (Fee-paying),IB (International Baccalaureate),https://konelilifestyle.hu/koneli-iskola/,06 70 422 2498,
Napsugár Óvoda,Budapest,XVI,"Budapest, Cziráki u. 8-10, 1163",47.5065683,19.1580738,Kindergarten,Hungarian,3-6,3.4,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 403 0493,
Sashalmi Manoda Óvoda,Budapest,XVI,"Budapest Könyvtár utca 26, Mátészalka u. 18, 1163",47.5123415,19.1740675,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 403 6064,
Margaréta Óvoda Monoki utca,Budapest,XVI,"Budapest, Monoki u. 58, 1162",47.5320492,19.2039809,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.margaretaovi.hu/,(06 1) 409 2826,
Szentmihályi Játszókert Óvoda,Budapest,XVI,"Budapest, Baross u. 141, 1161",47.531111,19.1652301,Kindergarten,Hungarian,3-6,3.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.jatszokert.bp16.hu/,(06 1) 405 4018,
"Gyerekkuckó Óvoda, Ovi",Budapest,XVI,"Budapest, Centenáriumi stny., 1165",47.5169541,19.1860048,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 403 6618,
Cinkotai Huncutka Óvoda,Budapest,XVI,"Budapest, Ostoros út 6, 1164",47.5213439,19.2165514,Kindergarten,Hungarian,3-6,4.2,,Public (Free),Hungarian National Curriculum (NAT),http://www.huncutka.bp16.hu/,(06 1) 400 3728,
Budapesti Fecskefészek Óvoda,Budapest,XVI,"Budapest, Baross Gábor u. 32, 1165",47.5154468,19.1905002,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),http://fecskefeszekovoda.hu/,(06 1) 403 0404,
Mátyásföldi Fecskefészek Óvoda Pipitér 1. Tagóvoda,Budapest,XVI,"Budapest, Farkashalom u. 42-44, 1165",47.5110719,19.2181074,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),http://www.fecskefeszekovoda.hu/,(06 1) 407 2205,
Mátyásföldi Katica Óvoda,Budapest,XVI,"Budapest, Album u. 38/b, 1165",47.5097762,19.2255247,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum,http://www.katicaovi16.hu/,06 20 507 2977,
Mesevilág Magánóvoda,Budapest,XVI,"Budapest, Mária u. 92, 1161",47.5244539,19.165181,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),IB (International Baccalaureate),http://www.mesevilagovi.hu/,06 30 410 4992,
Margaréta Óvoda Péterke utca,Budapest,XVI,"Budapest, Péterke u. 10, 1162",47.5340632,19.1872131,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),http://margaretaovi.hu/,(06 1) 409 1639,
"Vadvirág óvoda Óvodák Fejlesztő tagozat,",Budapest,XVI,"Budapest, Borotvás u. 8, 1163",47.50884869999999,19.1888394,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 407 1779,
Nagyhalacska Alapítványi Óvoda és Bölcsőde,Budapest,XVI,"Budapest, Diósy Lajos u. 12, 1165",47.5110523,19.1992695,Nursery,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),http://nagyhalacska.hu/,06 70 332 3231,
Óvoda Ágoston Péter utca,Budapest,XVI,"Budapest, Ágoston Péter u. 31-35, 1163",47.5023,19.1879791,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 403 2045,
Manó Magánóvoda,Budapest,XVI,"Budapest, Biztató út 14, 1164",47.5235644,19.2158804,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),,06 70 371 3203,
"Gyerekkuckó Óvoda, Hársfa utcai Tagóvoda",Budapest,XVI,"Budapest, Hársfa u. 54-56, 1162",47.5243861,19.1749587,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 405 4608,
Misi Mókus Magánóvoda,Budapest,XVI,"Budapest, Rákosi út 50, 1161",47.5173682,19.1586187,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),IB (International Baccalaureate),http://www.misimokus.hu/,06 30 419 4277,
Bogyó és Babóca óvoda,Budapest,XVI,"Budapest, Gusztáv u. 86, 1161",47.5377692,19.1712243,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,,
Óvodák Fejlesztő tagozat,Budapest,XVI,"Budapest, Cziráki u. 8, 1163",47.5065511,19.1584309,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 403 0493,
"Gyerekkuckó Óvoda, Hermina Uti Tagóvoda",Budapest,XVI,"Budapest, Hermina út 66-68, 1162",47.5245293,19.1835911,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 405 3493,
Szentmihalyi Jatszokert Ovoda,Budapest,XVI,"Budapest, Bercsényi u. 36, 1161",47.5278788,19.1533211,School,Hungarian,6-18,4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.jatszokert.bp16.hu/,(06 1) 405 5750,
Óvodák Fejlesztő tagozat,Budapest,XVI,"Budapest, Szent Korona u. 100, 1161",47.52217659999999,19.1612933,School,Hungarian,6-18,4.4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 406 4804,
Csemeteház Óvoda és Családi Bölcsőde,Budapest,XVI,"Budapest, Délceg u. 53, 1162",47.5333384,19.1998935,Nursery,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.csemetehaz.hu/,06 30 260 2041,
Mátyásföldi Fecskefészek Óvoda Pipitér 2. Telephely,Budapest,XVI,"Budapest, Csinszka u. 25, 1165",47.5114634,19.2101446,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 407 2604,
Huncutka óvoda,Budapest,XVI,"Budapest, Jövendő u. 2, 1164",47.5199116,19.2319125,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum,http://huncutka.bp16.hu/,(06 1) 400 3728,
Szentmihalyi Jatszokert Ovoda,Budapest,XVI,"Budapest, Szent Korona u. 57, 1161",47.5199554,19.157031,School,Hungarian,6-18,3,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Pom-pom Családi Napközi Nonprofit Kft. - Magánóvoda - Magánbölcsőde - Óvoda - Bölcsőde,Budapest,XVI,"Budapest, Gusztáv u. 86, 1161",47.5377692,19.1712243,Nursery,Hungarian,3-6,,,Private (Fee-paying),Hungarian National Curriculum (NAT),,06 70 287 6516,
"Müller György Óvoda, Általános Iskola és Alapfokú Művészeti Iskola",Budapest,XVI,"Budapest, Újszász u. 47/A, 1165",47.5053508,19.1989719,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),http://www.mullergyorgyiskola.hu/,(06 1) 407 9554,Arts programs
MultiSchool,Budapest,XVI,"Budapest, Havashalom u. 43, 1163",47.5152717,19.1702091,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 573 5791,
Óvodák Fejlesztő tagozat,Budapest,XVI,"Budapest, Lándzsa u. 31, 1163",47.5054788,19.1759341,School,Hungarian,6-18,3,,Unknown (Needs verification),IB (International Baccalaureate),https://napsugar.bp16.hu/csoportok/landzsa-utcai-ovoda,(06 1) 403 5564,
Gyermekvár Családi Napközi,Budapest,XVI,"Budapest, Újszász u. 47a, 1165",47.5053508,19.1989719,School,Hungarian,6-18,4.5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 407 9554,
Göllesz Viktor Óvoda,Budapest,XVI,"1161, Érsekújvári u. 7",47.5283317,19.1638236,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 405 4214,
Óvodák Fejlesztő tagozat,Budapest,XVI,"Budapest, Szent Korona u. 53-57, 1161",47.5197558,19.1565095,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 405 5848,
Csömöri Rózsakert Evangélikus Óvoda,,,"Csömör, Kacsóh Pongrác u. 6, 2141",47.5409124,19.2234477,"Kindergarten, Religious",Hungarian,3-6,4.4,,Free or nominal fees (Church school),IB (International Baccalaureate),https://rozsakertovi.hu/,(06 28) 446 745,Lutheran education
Budapest Főváros XV. Kerületi Önkormányzat Napsugár Összevont Óvoda - Napsugár II.sz óvoda,Budapest,XV,"Budapest, Nádastó park 2, 1156",47.54508269999999,19.1361536,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,,
Édenkert óvoda,Budapest,XVI,"Budapest, Mária u. 92, 1161",47.5244475,19.1651876,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,06 30 410 4992,
Nagyhalacska alapítványi óvoda és bölcsöde,Budapest,XVI,"Budapest, Mátra u., 1165",47.514702,19.2092371,Kindergarten,Hungarian,3-6,,,Private (Fee-paying),IB (International Baccalaureate),https://nagyhalacska.hu/muveszeti-neveles/,06 70 332 3231,
Rákosmenti Bóbita Óvoda,Budapest,XVII,"Budapest, Heltai tér 1, 1172",47.4908666,19.2490207,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://bobitaovoda17.hu/,,
Napsugár Óvoda,Budapest,XVII,"Budapest, Földműves u. 2, 1173",47.4796181,19.2528582,Kindergarten,Hungarian,3-6,4.5,,Public (Free),IB (International Baccalaureate),http://napsugar-ovoda.wixsite.com/napsugar,(06 1) 256 0106,
"Delfin Uszoda, Óvoda, Bölcsőde",,,"Csömör, Petőfi Sándor u. 29, 2141",47.5463432,19.2256157,Nursery,Hungarian,3-6,4.6,,Public (Free),IB (International Baccalaureate),http://www.delfinuszoda.hu/,06 30 539 0883,
Újpalotai összevont óvoda,Budapest,XV,"Budapest, Páskom park 37, 1157",47.5386508,19.1446737,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://www.ujpalotaiovi.hu/,(06 1) 418 2425,
Csömöri Nefelejcs Művészeti Óvoda,,,"Csömör, Laki u. 3, 2141",47.5621257,19.2192969,Kindergarten,Hungarian,3-6,4,,Public (Free),IB (International Baccalaureate),http://www.csomoriovi.hu/,(06 28) 543 940,Arts programs
Napsugár Összevont Óvoda (I. sz. tagóvoda),Budapest,XV,"Budapest, Nádastó park 1, 1156",47.54555879999999,19.1357953,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://www.ujpalotaiovi.hu/,(06 1) 417 5721,
Budapest XVI. Kerületi Szent-Györgyi Albert Általános Iskola,Budapest,XVI,"Budapest, Csömöri út 20, 1161",47.5211561,19.1505955,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.szgyaiskola.hu/,(06 1) 406 4001,
Jókai Mór Általános Iskola,Budapest,XVI,"Budapest, Tiszakömlő u. 29-35, 1163",47.5068424,19.1880879,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.jokai16.hu/,(06 1) 403 5085,
Kölcsey Ferenc Általános Iskola,Budapest,XVI,"Budapest, Hősök tere 1, 1161",47.52365289999999,19.1626359,Elementary,Hungarian,6-14,3.6,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 405 8877,
Móra Ferenc Általános Iskola,Budapest,XVI,"Budapest, Ida u. 108-110, 1162",47.527631,19.18493,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,http://mora16.hu/,(06 1) 405 5766,
Budapest XVI. Kerületi Szent-Györgyi Albert Általános Iskola,Budapest,XVI,"Budapest, Csömöri út 142, 1161",47.5277328,19.165203,Elementary,Hungarian,6-14,4.2,,Public (Free),Hungarian National Curriculum (NAT),http://www.szgyaiskola.hu/,06 30 290 7095,
Arany János Iskola,Budapest,XVI,"Budapest, Bekecs u. 78, 1162",47.53512629999999,19.2050306,Primary,Hungarian,6-18,,,Public (Free),IB Primary Years Programme (PYP),http://www.bekecs78.hu/,(06 1) 409 0609,
Batthyány Ilona Általános Iskola,Budapest,XVI,"Budapest, Georgina u. 23, 1164",47.520449,19.2273842,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://cinkota23.edu.hu/,(06 1) 400 1453,
Lemhényi Dezső Általános Iskola,Budapest,XVI,"Budapest, Hősök fasora 30, 1163",47.5059122,19.1817118,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.lemhenyi16.hu/,(06 1) 403 0209,
Centenáriumi Általános Iskola,Budapest,XVI,"Budapest, Sasvár u. 101, 1165",47.5180543,19.1828742,Elementary,Hungarian,6-14,,25,Public (Free),IB (International Baccalaureate),http://www.centi.hu/,(06 1) 403 6214,
XVI. Kerületi Herman Ottó Általános Iskola,Budapest,XVI,"Budapest, Regele János u. 43-45, 1161",47.5219481,19.1621524,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://hermanbp.edu.hu/,(06 1) 405 5270,
Sashalmi Tanoda Általános Iskola,Budapest,XVI,"Budapest, Metró u. 3-7, 1163",47.5160922,19.1722956,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,http://www.sastanoda.hu/,(06 1) 403 0607,
"Bornemisza Péter Gimnázium, Általános Iskola, Alapfokú Művészeti Iskola, Óvoda és Bölcsöde, Sportiskola, Zeneiskola",Budapest,XVI,"Budapest, Újszász u. 45/b, 1165",47.504109,19.1983707,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),http://www.bpg.hu/,(06 1) 407 5340,"Sports programs, Arts programs"
Gregor József Általános Iskola,Budapest,XVII,"Budapest, Hősök tere 19 - 20, 1172",47.4900854,19.2618162,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://gregorsuli.hu/,(06 1) 258 0688,
"Gourmand Vendéglátóipari, Idegenforgalmi, Kereskedelmi, Szakképzőiskola",Budapest,XVI,"Budapest, Veres Péter út 102, 1165",47.511382,19.1909916,School,Hungarian,6-18,,,Unknown (Needs verification),IB (International Baccalaureate),https://www.gourmandiskola.hu/,06 30 195 2790,
Rácz Aladár Zeneiskola,Budapest,XVI,"Budapest, Táncsics u. 7, 1165",47.5130005,19.2043025,School,Hungarian,6-18,4.5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://www.razeneiskola.hu/,(06 1) 403 2093,
"Óvodák Károly Róbert Kereskedelmi Szakközépiskola, Általános Iskola és Óvoda",Budapest,XVI,"Budapest, Hermina út 54, 1162",47.5234071,19.1811411,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 405 3493,
BP18 EGYESÍTETT ÓVODA,Budapest,XVIII,"Budapest, Kondor Béla stny. 2, 1181",47.441018,19.169258,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),http://www.bp18ovoda.hu/,(06 1) 290 8263,
Csemete Óvoda,Budapest,XVIII,"Budapest, Üllői út 681, 1182",47.4327612,19.2066338,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 290 9183,
Lurkó-liget Óvoda,Budapest,XVIII,"Budapest, Dráva utca 34/B, 1182",47.4308366,19.1896058,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,,
Pestszentlőrinci Cseperedő Óvoda,Budapest,XVIII,"Budapest, Építő u. 5, 1184",47.4477966,19.1735875,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),https://bp18ovoda.hu/ovodaink/cseperedo-tagovoda,(06 1) 291 3419,
Zöldliget Óvoda,Budapest,XVIII,"Budapest, Ady Endre u. 127, 1188",47.4014,19.1961162,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 295 3698,
Csodavilág Óvoda,Budapest,XVIII,"Budapest, Üllői út 709, 1182",47.4314068,19.2107057,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),http://csodavilag-ovoda.hu/,(06 1) 247 2757,
Szivárvány Tagóvoda,Budapest,XVIII,"Budapest, Dolgozó út 16, 1184",47.4516594,19.1708099,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 291 3500,
Hétszínvirág Óvoda,Budapest,XVIII,"Budapest, Halomi út 113/A, 1182",47.4204373,19.2146818,Kindergarten,Hungarian,3-6,4.8,,Public (Free),IB (International Baccalaureate),https://bp18ovoda.hu/ovodaink/hetszinvirag-tagovoda,06 70 205 3524,
Zenevár Óvoda,Budapest,XVIII,"Budapest, Reviczky Gyula u. 52, 1181",47.4454928,19.1658237,Kindergarten,Hungarian,3-6,4.6,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 295 5198,Music programs
BP18 Egyesített Óvoda Pestszentlőrinci Zöldike Tagóvodája,Budapest,XVIII,"Budapest, Kosztolányi Dezső u. 28, 1183",47.4499463,19.1917937,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 291 6486,
Pitypang Óvoda,Budapest,XVIII,"Budapest, Kondor Béla stny. 12, 1188",47.4373862,19.1657322,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 295 3161,
Vándor óvoda,Budapest,XVIII,"Budapest, Vándor Sándor u., 1181",47.4342482,19.1699382,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),https://www.facebook.com/Bp18-Egyes%C3%ADtett-%C3%93voda-V%C3%A1ndor-Tag%C3%B3vod%C3%A1ja-206381962737786/,(06 1) 290 8299,
Mocorgó Óvoda,Budapest,XVIII,"Budapest, Szélmalom u. 29-31, 1181",47.43752420000001,19.176757,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 297 5224,
Napraforgó Óvoda,Budapest,XVIII,"Budapest, Tövishát u. 6, 1186",47.4287678,19.1768098,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),http://napraforgoovi.hu/,(06 1) 294 4138,
Gyöngyszem Óvoda,Budapest,XVIII,"Budapest, Vezér u. 46, 1188",47.4109369,19.1908816,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 630 8188,
Nyitnikék Óvoda,Budapest,XVIII,"Budapest, Fülek u. 4, 1185",47.43702510000001,19.211396,Kindergarten,Hungarian,3-6,4.4,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 1055,
Napsugár Óvoda,Budapest,XVIII,"Budapest, Eke u. 16, 1188",47.40486809999999,19.1778095,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 295 0495,
Kerekerdő Óvoda,Budapest,XVIII,"Budapest, Attila u. 9, 1183",47.45716239999999,19.1839102,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 5517,
Bp18 Egyesített Óvoda Napvirág Tagóvodája,Budapest,XVIII,"Budapest, Szélső u. 54-58, 1188",47.4056898,19.1752118,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 295 0495,
Rózsa magánóvoda,Budapest,XVIII,"Budapest, Üllői út 667, 1182",47.4334728,19.2046971,Kindergarten,Hungarian,3-6,4,,Private (Fee-paying),IB (International Baccalaureate),http://rozsaovi.hu/,(06 1) 290 3018,
Aprók Falva Óvoda,Budapest,XVIII,"Budapest, Barcika tér 8, 1185",47.4279059,19.2275115,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 3120,
Pestszentimrei Vackor Óvoda,Budapest,XVIII,"Budapest, Csolt u. 4, 1188",47.3987853,19.1909615,Kindergarten,Hungarian,3-6,3.3,,Public (Free),Hungarian National Curriculum (NAT),https://bp18ovoda.hu/ovodaink/vackor-tagovoda,(06 1) 295 5073,
Óvodák,Budapest,XVIII,"Budapest, Fülek u. 2, 1185",47.4369131,19.2116844,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 294 8104,
Pestszentlőrinci Eszterlánc Óvoda,Budapest,XVIII,"Budapest, Kondor Béla stny. 3, 1181",47.4412542,19.1685272,Kindergarten,Hungarian,3-6,3.3,,Public (Free),Hungarian National Curriculum (NAT),https://bp18ovoda.hu/ovodaink/eszterlanc-tagovoda/rolunk,(06 1) 297 5586,
Liliomkert Katolikus Óvoda 1. Telephely,Budapest,XVIII,"Budapest, Wlassics Gyula u. 84/a, 1181",47.4383243,19.1823936,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.liliomkertovi.hu/,(06 1) 291 2162,Catholic education
Liliomkert Katolikus Óvoda 2. Telephely,Budapest,XVIII,"Budapest, Wlassics Gyula u. 66, 1181",47.4395554,19.1794396,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.liliomkertovi.hu/,(06 1) 291 2162,Catholic education
Vackor Óvoda Kisvackor Tagóvodája (Vackor-Podhorszky),Budapest,XVIII,"Budapest, Podhorszky u. 51, 1188",47.4104108,19.1898905,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 294 5889,
Kölyökmackó Tagóvoda,Budapest,XVIII,"Budapest, Címer u. 47, 1188",47.40986849999999,19.1830032,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 3245,
Kerekerdő óvoda Vadvirág tagóvodája,Budapest,XVIII,"Budapest, Martinovics tér 11, 1183",47.4563617,19.1954626,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Varázsfelhő óvoda,Budapest,XVIII,"Budapest, Rákóczi u. 60, 1188",47.4091365,19.1872712,Kindergarten,Hungarian,3-6,5,,Public (Free),IB (International Baccalaureate),http://www.varazsfelho.hu/,,
"XVIII. Kerület Pestszentlőrinc-Pestszentimre Egyesített Óvoda, Petőfi Tagóvoda",Budapest,XVIII,"Budapest, Petőfi u. 5, 1181",47.4392331,19.1842291,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 291 0906,
Napsugár óvoda,Budapest,XVIII,"Budapest, Szélső u. 54-58, 1188",47.4058887,19.1749573,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,,
Fecskefészek Óvoda,Budapest,XVIII,"Budapest, Szent László u. 39, 1185",47.4402442,19.2111555,Kindergarten,Hungarian,3-6,4,,Public (Free),IB (International Baccalaureate),http://sztehloiskola.hu/,(06 1) 630 0681,
Óvodák Nyitnikék,Budapest,XVIII,"Budapest, Halomi út 113, 1182",47.4210681,19.2135085,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 290 9622,
Kis Cimborák Családi Napközi,Budapest,XVIII,"Budapest, Batthyány Lajos u. 34a, 1181",47.4430503,19.1735851,School,Hungarian,6-18,4.2,,Unknown (Needs verification),Hungarian National Curriculum,http://www.kiscimborak.hu/,06 30 983 7783,
Óvodák Kossuth,Budapest,XVIII,"Budapest, Petőfi u. 5, 1181",47.4392331,19.1842291,School,Hungarian,6-18,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 291 0906,
Karate Kölyök Magánóvoda és Családi Napközi,Budapest,XVIII,"Budapest, Korpona u. 5, 1183",47.4401701,19.2029221,Kindergarten,Hungarian,3-6,5,,Private (Fee-paying),Hungarian National Curriculum (NAT),http://www.karatebolcsode.hu/,06 70 281 7837,
Liliomkert Katolikus Óvoda 3.Telephely,Budapest,XVIII,"Budapest, Kondor Béla stny. 6, 1181",47.4397682,19.1684328,"Kindergarten, Religious",Hungarian,3-6,,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.liliomkertovi.hu/,(06 1) 292 2350,Catholic education
Óvoda,Budapest,XVIII,"Budapest, Gyergyó u. 16, 1182",47.4236982,19.2216779,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Zöldliget óvoda / Bagolyvár tagóvoda,Budapest,XVIII,"Budapest, Rákóczi u. 129, 1188",47.401821,19.1973493,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,,
Ambrus Óvoda,Budapest,XVIII,"Budapest, Vörösmarty Mihály u., 1181",47.4423361,19.1648502,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 44) 198 416,
Óvodák Napsugár óvoda,Budapest,XVIII,"Budapest, Vezér u. 46, 1188",47.4109369,19.1908816,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 1733,
Óvodák Kossuth,Budapest,XVIII,"Budapest, Kosztolányi Dezső u. 28, 1183",47.4499463,19.1917937,School,Hungarian,6-18,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 291 6486,
